practice_name,phone,fax,address_line_1,address_line_2,city,state,zip_code,primary_taxonomy,taxonomy_code,estimated_physician_count,physician_names_sample,npi,enumeration_type,enumeration_date,last_updated,authorized_official_name,authorized_official_title,all_taxonomies,country,Called_Status,Date Called,Daytime Call Time,After Hrs Call Time,Category_A_FollowUp_WorkHours,Category_B_NewPatient_WorkHours,Category_C_AfterHours_FollowUp,Category_D_AfterHrs_NewPatient,Overall_System_Type,Unified_Call_Notes
"LITCHFIELD HILLS ORTHOPEDIC ASSOCIATES, LLP",(860) 582-0822,860-582-0204,281 N MAIN ST,,BRISTOL,CT,60104971,Orthopaedic Surgery,207X00000X,0,,1760657712,NPI-2,2008-04-29,2017-10-18,NATHANAEL TRYTHALL,Practice Administrator,Physical Therapist; Occupational Therapist; Physician Assistant; Orthopaedic Surgery,United States,No,,,,,,,,,
MICHAEL LEGEYT MD LLC,(860) 223-8500,860-589-4458,255 NORTH MAIN ST,,BRISTOL,CT,6010,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1790962140,NPI-2,2008-01-29,2010-02-16,MICHEAL LEGEYT,Doctor Owner,"Orthopaedic Surgery, Hand Surgery",United States,No,,,,,,,,,
ORTHOPAEDIC ASSOCIATES OF CONNECTICUT LLC,(860) 589-3766,860-583-8934,25 NEWELL RD,SUITE C 14,BRISTOL,CT,6010,Orthopaedic Surgery,207X00000X,0,,1346451903,NPI-2,2007-05-25,2008-03-19,TIMOTHY MCLAUGHLIN,Owner Manager,Orthopaedic Surgery,United States,No,,,,,,,,,
"ORTHOCONNECTICUT, PC",(860) 355-8000,860-350-6291,31 OLD ROUTE 7,,BROOKFIELD,CT,68041711,Orthopaedic Surgery,207X00000X,0,,1790129039,NPI-2,2013-04-17,2016-02-09,DAVID GREENFIELD,Executive Director,Orthopaedic Surgery,United States,No,,,,,,,,,
CONNECTICUT OSTEOPATHIC CENTER,(570) 498-4879,,141 DOWD AVE,,CANTON,CT,60192401,"Internal Medicine, Sports Medicine",207RS0010X,0,,1649929126,NPI-2,2022-03-22,2022-03-22,LISA GRONSKI,Owner,"Internal Medicine, Sports Medicine",United States,No,,,,,,,,,
"CONNECTICUT ORTHOPAEDIC SPECIALISTS, PC",(203) 272-3120,203-272-3151,680 S MAIN ST STE 102,,CHESHIRE,CT,64103190,Orthopaedic Surgery,207X00000X,0,,1750056479,NPI-2,2021-08-13,2022-10-24,SUSAN BADER,CEO,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Podiatrist; Podiatrist, Foot & Ankle Surgery; Durable Medical Equipment & Medical Supplies; Physician Assistant; Orthopaedic Surgery",United States,No,,,,,,,,,
"PLANCHER ORTHOPAEDICS,PLLC",(203) 863-2003,203-863-2025,31 RIVER RD,,COS COB,CT,68072152,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1922037084,NPI-2,2006-07-01,2011-06-23,KEVIN PLANCHER,PHYSICIAN,"Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
CONNECTICUT FAMILY ORTHOPEDICS PC,(203) 792-5558,203-731-3213,33 HOSPITAL AVENUE,,DANBURY,CT,68106007,Orthopaedic Surgery,207X00000X,0,,1619057510,NPI-2,2006-10-16,2010-08-24,LAWRENCE SCHWEITZER,Managing Partner,Orthopaedic Surgery,United States,No,,,,,,,,,
"ORTHOCONNECTICUT, PLLC",(203) 797-1500,203-791-0495,2 RIVERVIEW DRIVE,,DANBURY,CT,68106268,Durable Medical Equipment & Medical Supplies,332B00000X,0,,1174061519,NPI-2,2017-02-06,2025-12-17,PAUL SIROIS,CEO,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Foot and Ankle Surgery; Physician Assistant, Surgical; Orthopaedic Surgery; Physical Medicine & Rehabilitation, Pain Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Radiology, Diagnostic Radiology; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Durable Medical Equipment & Medical Supplies",United States,No,,,,,,,,,
THE HAND CENTER OF WESTERN CONNECTICUT,(203) 792-4263,203-792-1365,35 TAMARACK AVE,,DANBURY,CT,68114959,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1295786887,NPI-2,2006-05-16,2009-02-05,GERI KAISER,Practice Administrator,"Orthopaedic Surgery, Hand Surgery",United States,No,,,,,,,,,
"COASTAL ORTHOPAEDICS, PC",(203) 845-2995,203-847-1940,36 OLD KINGS HWY SOUTH,,DARIEN,CT,6880,Orthopaedic Surgery,207X00000X,0,,1104024728,NPI-2,2007-07-05,2014-09-15,DONNA FRYDRYCH,Executive Assistant,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Physical Medicine & Rehabilitation, Pain Medicine; Occupational Therapist; Occupational Therapist, Hand; Orthopaedic Surgery, Pediatric Orthopaedic Surgery; Orthopaedic Surgery",United States,No,,,,,,,,,
ELITE MEDICAL WELLNESS CENTER P.C.,(203) 202-7688,,106 NOROTON AVE,,DARIEN,CT,68205237,"Family Medicine, Bariatric Medicine",207QB0002X,0,,1316516495,NPI-2,2021-06-22,2023-12-21,COURTNEY MURRAY,project manager,"Family Medicine, Sports Medicine; Family Medicine, Sleep Medicine; Family Medicine, Adult Medicine; Allergy & Immunology, Allergy; Family Medicine, Adolescent Medicine; Dietitian, Registered; Dietitian, Registered, Nutrition, Obesity and Weight Management; Ophthalmology; Ophthalmology, Ophthalmic Plastic and Reconstructive Surgery; Family Medicine, Bariatric Medicine",United States,No,,,,,,,,,
"ORTHOCONNECTICUT, PLLC",(203) 845-2200,203-847-1940,36 OLD KINGS HWY S,,DARIEN,CT,68204552,Durable Medical Equipment & Medical Supplies,332B00000X,0,,1285036186,NPI-2,2014-09-23,2025-12-17,PAUL SIROIS,CEO,"Physician Assistant, Surgical; Physical Medicine & Rehabilitation, Sports Medicine; Orthopaedic Surgery; Durable Medical Equipment & Medical Supplies",United States,No,,,,,,,,,
ADVANCED ORTHOPEDICS NEW ENGLAND,(860) 728-6740,860-547-1554,893 MAIN ST STE 301,,EAST HARTFORD,CT,61082293,Orthopaedic Surgery,207X00000X,0,,1316469927,NPI-2,2017-07-14,2021-03-12,KRIS GORMAN,Executive Director,Orthopaedic Surgery,United States,No,,,,,,,,,
"SPORTSMEDICINE PARTNERS, ORTHOPEDICS & REHABILITATION THERAPY, LLC",(860) 282-4137,860-282-0170,111 FOUNDERS PLZ,#300 C/O IPMS,EAST HARTFORD,CT,61083212,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1265545289,NPI-2,2006-08-16,2020-08-22,BARRY MESSINGER,"President, Orthopedic Surgeon","Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
FARMINGTON VALLEY ORTHOPEDIC ASSOCIATES PC,(860) 677-0079,860-677-4785,113 ELM ST,,ENFIELD,CT,60823700,Orthopaedic Surgery,207X00000X,0,,1689803967,NPI-2,2009-07-08,2009-07-08,STEVEN BOND,President,Orthopaedic Surgery,United States,No,,,,,,,,,
"ORTHOPAEDIC ASSOCIATES OF NORTHERN CONNECTICUT, P.C.",(860) 763-4041,860-763-5221,7 ELM ST STE 203,,ENFIELD,CT,60823670,Orthopaedic Surgery,207X00000X,0,,1740332162,NPI-2,2007-01-17,2023-02-01,PETER PASCAL,President,Orthopaedic Surgery,United States,No,,,,,,,,,
"ORTHOPEDIC ASSOCIATES OF HARTFORD,PC",(860) 549-3210,860-247-3803,100 HAZARD AVE,SUITE 205,ENFIELD,CT,60825446,Orthopaedic Surgery,207X00000X,0,,1578860334,NPI-2,2011-02-14,2011-02-14,DAVID MUDANO,CHIEF FINANICAL OFFICER,Orthopaedic Surgery,United States,No,,,,,,,,,
"CONNECTICUT ORTHOPAEDIC SPECIALISTS, PC",(860) 767-9053,860-767-1146,12 BOKUM RD,,ESSEX,CT,64261500,Orthopaedic Surgery,207X00000X,0,,1700207198,NPI-2,2014-01-02,2024-12-03,SUSAN BADER,CEO,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Sports Medicine; Podiatrist; Podiatrist, Foot & Ankle Surgery; Physical Therapist; Occupational Therapist; Clinic/Center, Magnetic Resonance Imaging (MRI); Durable Medical Equipment & Medical Supplies; Physician Assistant; Physician Assistant, Medical; Physician Assistant, Surgical",United States,No,,,,,,,,,
A GREGORY GEIGER MD PC,(203) 955-1202,203-955-1203,1275 POST ROAD,SUITE 208,FAIRFIELD,CT,68246015,Orthopaedic Surgery,207X00000X,0,,1023377926,NPI-2,2012-05-11,2012-10-16,ARTHUR GEIGER,President,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
"CONNECTICUT ORTHOPAEDIC SPECIALISTS, PC",(203) 254-1055,203-452-3099,1055 POST RD STE 4,,FAIRFIELD,CT,68246019,Orthopaedic Surgery,207X00000X,0,,1932614450,NPI-2,2017-12-06,2022-04-27,SUSAN BADER,CEO,"Chiropractor; Chiropractor, Sports Physician; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Sports Medicine; Physical Medicine & Rehabilitation; Physical Medicine & Rehabilitation, Pain Medicine; Physical Medicine & Rehabilitation, Sports Medicine; Physical Therapist; Occupational Therapist, Hand; Durable Medical Equipment & Medical Supplies; Physician Assistant; Orthopaedic Surgery",United States,No,,,,,,,,,
EDWARD STAUB MD PC,(203) 254-1275,203-255-6391,1305 POST RD,,FAIRFIELD,CT,68246016,Orthopaedic Surgery,207X00000X,0,,1881961233,NPI-2,2011-11-29,2016-11-08,EDWARD STAUB,President,Orthopaedic Surgery,United States,No,,,,,,,,,
VORI HEALTH MEDICAL GROUP PLLC,(866) 719-9611,901-284-2536,470 S BENSON RD,,FAIRFIELD,CT,68246941,Physical Medicine & Rehabilitation,208100000X,0,,1801409198,NPI-2,2020-08-26,2023-03-02,RYAN GRANT,Founder,"Dietitian, Registered, Nutrition, Sports Dietetics; Registered Nurse, Orthopedic; Emergency Medicine, Sports Medicine; Family Medicine, Sports Medicine; Internal Medicine, Sports Medicine; Physical Medicine & Rehabilitation, Pain Medicine; Physical Medicine & Rehabilitation, Sports Medicine; Preventive Medicine, Sports Medicine; Physical Therapist; Physical Therapist, Ergonomics; Physical Therapist, Sports; Physical Therapist, Orthopedic; Occupational Therapist, Physical Rehabilitation; Physical Medicine & Rehabilitation",United States,No,,,,,,,,,
VORI HEALTH MEDICAL GROUP PLLC,(248) 761-4683,,470 S BENSON RD,,FAIRFIELD,CT,68246941,"Physical Medicine & Rehabilitation, Sports Medicine",2081S0010X,0,,1245096908,NPI-2,2024-02-21,2024-02-21,RYAN GRANT,Managing Member,"Physical Medicine & Rehabilitation, Sports Medicine",United States,No,,,,,,,,,
"VORI HEALTH MEDICAL, PLLC",(866) 719-9611,,470 S BENSON RD,,FAIRFIELD,CT,68246941,Physical Medicine & Rehabilitation,208100000X,0,,1427636042,NPI-2,2021-04-02,2023-08-16,RYAN GRANT,CEO,"Dietitian, Registered, Nutrition, Sports Dietetics; Registered Nurse, Orthopedic; Emergency Medicine, Sports Medicine; Family Medicine, Sports Medicine; Internal Medicine, Sports Medicine; Physical Medicine & Rehabilitation, Pain Medicine; Physical Medicine & Rehabilitation, Sports Medicine; Preventive Medicine, Sports Medicine; Physical Therapist; Physical Therapist, Ergonomics; Physical Therapist, Sports; Physical Therapist, Orthopedic; Occupational Therapist, Physical Rehabilitation; Physical Medicine & Rehabilitation",United States,No,,,,,,,,,
"ORTHOPEDIC ASSOCIATES OF HARTFORD,PC",(860) 549-8963,,399 FARMINGTON AVE,SUITE 110,FARMINGTON,CT,60321936,"Radiologic Technologist, Magnetic Resonance Imaging",2471M1202X,0,,1043568249,NPI-2,2012-08-17,2020-06-15,DAVID MUDANO,CHIEF FINANCIAL OFFICER,"Orthopaedic Surgery; Radiologic Technologist, Magnetic Resonance Imaging",United States,No,,,,,,,,,
"CONNECTICUT CHILDREN'S SPECIALTY GROUP, INC.",(860) 837-9628,,131 NEW LONDON TPKE STE 200,,GLASTONBURY,CT,60332246,Ophthalmology,207W00000X,0,,1568056984,NPI-2,2021-02-25,2023-12-05,KELLI ALLEN-DUNN,"Director, Medical Staff & Credentia","Orthopaedic Surgery; Otolaryngology; Pediatrics; Pediatrics, Neonatal-Perinatal Medicine; Pediatrics, Pediatric Critical Care Medicine; Pediatrics, Pediatric Emergency Medicine; Pediatrics, Pediatric Nephrology; Pediatrics, Pediatric Endocrinology; Pediatrics, Pediatric Pulmonology; Pediatrics, Pediatric Gastroenterology; Pediatrics, Pediatric Hematology-Oncology; Pediatrics, Pediatric Infectious Diseases; Physician Assistant; Nurse Practitioner, Pediatrics; Ophthalmology",United States,No,,,,,,,,,
"CT OSTEOPATHIC, LLC",(860) 922-3493,,41 BALDWIN LN,,GLASTONBURY,CT,60333845,"Clinic/Center, Multi-Specialty",261QM1300X,0,,1720603087,NPI-2,2020-06-12,2020-06-12,GREGORY CZARNECKI,Physician,"Internal Medicine; Internal Medicine, Sports Medicine; Clinic/Center, Multi-Specialty",United States,No,,,,,,,,,
"HARTFORD ORTHOPAEDIC PLASTIC & HAND SURGEONS, INC.",(860) 527-7161,,622 HEBRON AVE STE 205,,GLASTONBURY,CT,60332421,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1295889970,NPI-2,2007-01-22,2025-06-09,RACHEL PERRY,Program Manager,"Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery, Hand Surgery",United States,No,,,,,,,,,
"OCT CARE OF CT, LLC",(615) 386-0064,,2389 MAIN ST,,GLASTONBURY,CT,60334617,Orthopaedic Surgery,207X00000X,0,,1912468141,NPI-2,2019-03-29,2019-03-29,EDWARD EADIE,Director,Orthopaedic Surgery,United States,No,,,,,,,,,
"ORTHOPAEDIC SPORTS SPECIALISTS, PC",(860) 652-8883,860-652-8887,84 GLASTONBURY BLVD,SUITE 101,GLASTONBURY,CT,60334468,Orthopaedic Surgery,207X00000X,0,,1851310031,NPI-2,2006-07-19,2018-01-24,MICHAEL JOYCE,President,Orthopaedic Surgery,United States,No,,,,,,,,,
"SCT CARE OF CT, LLC",(615) 386-0064,,2389 MAIN ST,,GLASTONBURY,CT,60334617,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1144781386,NPI-2,2019-03-29,2019-03-29,EDWARD EADIE,Director,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
"ADVANCED ORTHOPAEDICS, LLC",(203) 453-5368,203-453-5381,450 BOSTON POST RD,,GUILFORD,CT,64372933,Orthopaedic Surgery,207X00000X,0,,1225237662,NPI-2,2007-07-16,2007-07-16,SANDA TOMAK,owner/physician,Orthopaedic Surgery,United States,No,,,,,,,,,
"CONNECTICUT ORTHOPAEDIC SPECIALISTS, PC",(203) 453-6340,203-458-9717,450 BOSTON POST RD,,GUILFORD,CT,64372933,Orthopaedic Surgery,207X00000X,0,,1184828105,NPI-2,2007-06-13,2024-05-16,SUSAN BADER,CEO,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist, Foot & Ankle Surgery; Durable Medical Equipment & Medical Supplies",United States,No,,,,,,,,,
"PHYSICIANS ALLIANCE OF CONNECTICUT, LLC",(203) 408-2700,203-884-8201,350 GOOSE LN STE 203B,,GUILFORD,CT,64372158,Orthopaedic Surgery,207X00000X,0,,1093292310,NPI-2,2018-07-20,2020-06-24,YVETTE BARCHAT,COO,"Orthopaedic Surgery, Hand Surgery; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery",United States,No,,,,,,,,,
"CONNECTICUT ORTHOPAEDIC SPECIALISTS, PC",(203) 407-3550,203-407-4244,2416 WHITNEY AVE FL 1,,HAMDEN,CT,65183248,Orthopaedic Surgery,207X00000X,0,,1922556547,NPI-2,2016-09-12,2024-08-21,SUSAN BADER,CEO,"Orthopaedic Surgery; Orthopaedic Surgery, Sports Medicine; Durable Medical Equipment & Medical Supplies; Physician Assistant",United States,No,,,,,,,,,
NEON LLC,(203) 494-5475,,2080 WHITNEY AVE,,HAMDEN,CT,65183600,Orthopaedic Surgery,207X00000X,0,,1013440833,NPI-2,2017-04-08,2017-04-08,JAMES YUE,President,Orthopaedic Surgery,United States,No,,,,,,,,,
ASYLUM HILL FAMILY MEDICINE CENTER INC,(860) 714-4212,860-714-8080,99 WOODLAND ST,,HARTFORD,CT,61051207,Family Medicine,207Q00000X,0,,1083660096,NPI-2,2006-05-25,2025-03-07,LISA SOBCHUK,Practice Supervisor,"Psychologist, Clinical; Social Worker, Clinical; Marriage & Family Therapist; Family Medicine; Family Medicine, Sports Medicine; Internal Medicine; Pediatrics",United States,No,,,,,,,,,
COLLINS MEDICAL ASSOCIATES 2 PC,(860) 714-5415,860-714-8861,1000 ASYLUM AVE STE 3218,,HARTFORD,CT,61051702,Internal Medicine,207R00000X,0,,1518256452,NPI-2,2011-03-31,2018-03-17,BECAHARA BARRAK,CEO- PRESIDENT,Orthopaedic Surgery; Internal Medicine,United States,No,,,,,,,,,
COLLINS MEDICAL ASSOCIATES 2 PC,(860) 714-7362,860-714-8140,95 WOODLAND ST FL 1,,HARTFORD,CT,61051230,Internal Medicine,207R00000X,0,,1912928169,NPI-2,2006-07-22,2016-02-09,SUSAN LINK,CHIEF FINANCIAL OFFICER-ADMINISTRAT,"Family Medicine; Obstetrics & Gynecology; Orthopaedic Surgery; Orthopaedic Surgery, Sports Medicine; Pediatrics; Pediatrics, Adolescent Medicine; Pediatrics, Neurodevelopmental Disabilities; Physician Assistant; Nurse Practitioner; Nurse Practitioner, Family; Nurse Practitioner, Obstetrics & Gynecology; Physician Assistant, Surgical; Nurse Practitioner, Pediatrics; Internal Medicine, Cardiovascular Disease; Internal Medicine",United States,No,,,,,,,,,
DHP OF SAINT FRANCIS PC,(860) 714-4000,,114 WOODLAND ST,,HARTFORD,CT,61051208,Orthopaedic Surgery,207X00000X,0,,1043575335,NPI-2,2012-07-12,2012-07-13,STEPHEN HOLTZCLAW,President,Hospitalist; Orthopaedic Surgery,United States,No,,,,,,,,,
HARTFORD PHYSICIAN SERVICES PC,(860) 545-7188,860-549-2215,200 RETREAT AVE,8TH FLOOR- RESEARCH BLDG,HARTFORD,CT,6106,Internal Medicine,207R00000X,0,,1164404117,NPI-2,2005-11-16,2009-11-20,KENT STAHL,MD/Medical Director,"Neurological Surgery; Internal Medicine, Pulmonary Disease; Orthopaedic Surgery; Emergency Medicine; Family Medicine; Family Medicine, Geriatric Medicine; Internal Medicine, Gastroenterology; Internal Medicine, Geriatric Medicine; Pediatrics; Preventive Medicine, Occupational Medicine; Physician Assistant; Nurse Practitioner; Internal Medicine",United States,No,,,,,,,,,
"LIGHTHOUSE SURGERY CENTER, LLC",(860) 714-3939,,129 WOODLAND ST,,HARTFORD,CT,61051218,Orthopaedic Surgery,207X00000X,0,,1902459084,NPI-2,2019-07-18,2021-07-08,MICHAEL JOYCE,President/CEO,"Anesthesiology; Anesthesiology, Pain Medicine; Pain Medicine, Interventional Pain Medicine; Clinic/Center, Ambulatory Surgical; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Orthopaedic Surgery",United States,No,,,,,,,,,
"PRISM SPORTS MEDICINE, LLC",(860) 421-3233,,31 SEYMOUR ST STE 204,,HARTFORD,CT,61065505,Orthopaedic Surgery,207X00000X,0,,1851920029,NPI-2,2020-04-08,2025-11-19,CARL NISSEN,Owner,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
TRUSTEES OF TRINITY COLLEGE,(860) 297-2575,,300 SUMMIT ST,FERRIS ATHLETIC CENTER,HARTFORD,CT,61063100,Orthopaedic Surgery,207X00000X,0,,1891196309,NPI-2,2014-09-16,2014-10-16,MICHAEL RENWICK,Director of Athletics,"Family Medicine; Family Medicine, Sports Medicine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
"ORTHOPAEDIC & NEUROSURGERY SPECIALISTS, PLLC",(860) 264-1940,,117 MAIN ST,,HEBRON,CT,62481519,Orthopaedic Surgery,207X00000X,0,,1124767546,NPI-2,2022-06-02,2024-02-22,SETH MILLER,Owner,Orthopaedic Surgery,United States,No,,,,,,,,,
"NEW MILFORD SPINE AND ORTHOPEDIC INSTITUTE, PC",(860) 567-1011,860-350-2224,9 EAST ST,,LITCHFIELD,CT,67593601,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1033224498,NPI-2,2006-08-19,2013-08-28,CAMERON BROWN,President,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
"CONNECTICUT ORTHOPAEDIC SPECIALISTS, PC",(203) 245-7447,860-767-1146,1353 BOSTON POST RD,,MADISON,CT,64433445,Orthopaedic Surgery,207X00000X,0,,1740601178,NPI-2,2014-01-03,2022-10-24,SUSAN BADER,CEO,"Orthopaedic Surgery, Hand Surgery; Podiatrist, Foot & Ankle Surgery; Durable Medical Equipment & Medical Supplies; Physician Assistant; Orthopaedic Surgery",United States,No,,,,,,,,,
"CONNECTICUT CENTER FOR ORTHOPEDIC SURGERY, LLC",(860) 649-0047,860-288-2107,29 HAYNES ST,,MANCHESTER,CT,60404139,Orthopaedic Surgery,207X00000X,0,,1871634279,NPI-2,2007-02-09,2008-05-21,JAMES MAZZARA,President,Orthopaedic Surgery,United States,No,,,,,,,,,
EASTERN CONNECTICUT MEDICAL PROFESSIONALS FOUNDATION INC,(860) 533-2981,860-533-2975,71 HAYNES ST,"MILLER BLDG, FLOOR G",MANCHESTER,CT,60404131,Family Medicine,207Q00000X,0,,1770557712,NPI-2,2006-02-15,2013-10-03,PETER KARL,PRESIDENT & CEO,"Internal Medicine; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Gastroenterology; Surgery; Hospitalist; Physician Assistant, Medical; Nurse Practitioner; Orthopaedic Surgery; Thoracic Surgery (Cardiothoracic Vascular Surgery); Counselor, Professional; Marriage & Family Therapist; Obstetrics & Gynecology, Gynecologic Oncology; Social Worker, Clinical; Family Medicine",United States,No,,,,,,,,,
"SPORTS MEDICINE AND ORTHOPEDIC SURGERY, P.C.",(860) 649-0063,860-643-3642,360 TOLLAND TPKE,SUITE 3C,MANCHESTER,CT,60421771,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1578670659,NPI-2,2006-08-24,2015-03-24,DANIEL VELTRI,"President, SMOS","Orthopaedic Surgery; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
"ORTHOPAEDIC & NEUROSURGERY SPECIALISTS, PLLC",(869) 295-8751,860-894-1882,14 JONES HOLLOW RD,SUITE 5,MARLBOROUGH,CT,64471448,Orthopaedic Surgery,207X00000X,0,,1295329373,NPI-2,2021-03-01,2024-02-22,SETH MILLER,Owner,Orthopaedic Surgery,United States,No,,,,,,,,,
COMPREHENSIVE ORTHOPEDICS & MUSCULOSKELETAL CARE LLC,(203) 265-3280,203-741-6569,455 LEWIS AVE STE 101,,MERIDEN,CT,64512121,Orthopaedic Surgery,207X00000X,0,,1750125746,NPI-2,2024-06-24,2024-07-08,KATHY OLIVEIRA-GAGNON,Credentialing Specialist,Orthopaedic Surgery,United States,No,,,,,,,,,
ACTIVE ORTHOPAEDICS PC,(203) 758-1272,203-758-1070,1579 STRAITS TURNPIKE,,MIDDLEBURY,CT,6762,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1083797401,NPI-2,2006-10-21,2020-08-22,MICHAEL KAPLAN,Orthopaedic Surgeon,"Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
CONFERMED PC,(860) 323-0172,,19 GRAND ST,,MIDDLETOWN,CT,64572705,Internal Medicine,207R00000X,0,,1376190850,NPI-2,2019-08-20,2026-03-06,ROBERT MORDKIN,President,"Dermatology; Pediatrics; Ophthalmology; Urology; Family Medicine; Clinic/Center, Multi-Specialty; Psychiatry & Neurology, Psychiatry; Orthopaedic Surgery; Otolaryngology; Medical Genetics, Clinical Genetics (M.D.); Internal Medicine",United States,No,,,,,,,,,
"MHS PRIMARY CARE, INC",(860) 358-4820,860-358-8661,28 CRESCENT ST,,MIDDLETOWN,CT,64573654,Family Medicine,207Q00000X,0,,1336279058,NPI-2,2007-03-06,2021-05-03,SUSAN MARTIN,VP Finance,"Family Medicine, Sports Medicine; Internal Medicine; Physician Assistant; Nurse Practitioner, Family; Family Medicine",United States,No,,,,,,,,,
MIDDLESEX HOSPITAL,(860) 358-6394,860-358-6748,90 S MAIN ST,,MIDDLETOWN,CT,64573649,Family Medicine,207Q00000X,0,,1851350664,NPI-2,2006-03-21,2025-05-30,VINCENT CAPECE,CEO,"Family Medicine, Geriatric Medicine; Family Medicine, Sports Medicine; Obstetrics & Gynecology; Pediatrics; Nurse Practitioner; Nurse Practitioner, Family; Nurse Practitioner, Neonatal, Critical Care; Nurse Practitioner, Pediatrics; Advanced Practice Midwife; Advanced Practice Midwife; Family Medicine",United States,No,,,,,,,,,
"ORTHOPAEDIC & NEUROSURGERY SPECIALISTS, PLLC",(860) 685-8940,,430 SAYBROOK RD UPPR LEVEL,,MIDDLETOWN,CT,64574747,Orthopaedic Surgery,207X00000X,0,,1962131490,NPI-2,2022-06-09,2024-02-22,SETH MILLER,Owner,Orthopaedic Surgery,United States,No,,,,,,,,,
