practice_name,phone,fax,address_line_1,address_line_2,city,state,zip_code,primary_taxonomy,taxonomy_code,estimated_physician_count,physician_names_sample,npi,enumeration_type,enumeration_date,last_updated,authorized_official_name,authorized_official_title,all_taxonomies,country
"SOUTH ISLAND ORTHOPAEDIC GROUP, P.C.",(516) 295-0111,516-295-9438,657 CENTRAL AVE,,CEDARHURST,NY,115162320,Physician Assistant,363A00000X,0,,1821028564,NPI-2,2006-07-04,2025-09-11,JAMES KIPNIS,Managing Partner,"Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Physician Assistant",United States
TRUE NORTH MEDICAL GROUP PC,(516) 536-2800,516-374-7115,123 MAPLE AVE,,CEDARHURST,NY,115162240,Orthopaedic Surgery,207X00000X,0,,1295235554,NPI-2,2018-02-13,2022-12-06,MICHELE CUSACK,Senior Vice President & CFO,"Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Physical Medicine & Rehabilitation; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Radiology, Diagnostic Radiology; Physical Therapist; Occupational Therapist; Physician Assistant; Orthopaedic Surgery",United States
"AA MEDICAL, PC",(631) 981-2663,888-203-6036,1787 MIDDLE COUNTRY RD,,CENTEREACH,NY,117203534,Orthopaedic Surgery,207X00000X,0,,1093150385,NPI-2,2013-05-01,2014-02-04,NAKUL KARKARE,President,Orthopaedic Surgery,United States
GREATER BUFFALO SPINE CARE P.C.,(716) 891-0818,716-891-0820,2625 HARLEM RD,SUITE 160,CHEEKTOWAGA,NY,142254031,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1992017214,NPI-2,2010-07-02,2010-07-02,ANTHONY LEONE,owner,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
CLIFTON PARK PHYSICAL THERAPY,(518) 383-2610,518-383-8188,4 EMMA LN,SUITE 401,CLIFTON PARK,NY,120653763,"Physical Medicine & Rehabilitation, Sports Medicine",2081S0010X,0,,1396063491,NPI-2,2010-05-13,2010-05-13,MITCHEL GEORGE,Staff Physical Therapist,"Physical Medicine & Rehabilitation, Sports Medicine",United States
"ANDREW JOSEPH LEO, MD P.C.",(631) 423-3897,,66 HARNED RD,,COMMACK,NY,117253527,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1376949222,NPI-2,2014-11-04,2014-11-04,ANDREW LEO,Physican/Owner,"Orthopaedic Surgery, Hand Surgery",United States
"JESU JACOB, D.O., P.C.",(631) 670-7800,631-670-7798,66 HARNED RD,,COMMACK,NY,117253527,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1457630899,NPI-2,2011-08-16,2016-03-03,JESU JACOB,Owner/ CEO,"Orthopaedic Surgery, Sports Medicine",United States
LONG ISLAND SPINE SPECIALISTS PC,(631) 462-2225,631-462-2240,763 LARKFIELD RD,2ND FLOOR,COMMACK,NY,117253131,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,1,"SUSHIL BASRA, MD",1245251198,NPI-2,2006-07-23,2008-03-13,LISA MOHR,billing director,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
NEW YORK UNIVERSITY,(631) 909-6262,,167 VETERANS MEMORIAL HWY,,COMMACK,NY,117253637,Orthopaedic Surgery,207X00000X,0,,1144105214,NPI-2,2025-08-07,2025-08-07,ANDREW RUBIN,SR VP for Clinical Affairs,Dermatology; Plastic Surgery; Orthopaedic Surgery,United States
"ORTHOPAEDIC & NEUROSURGERY SPECIALISTS, PLLC",(516) 627-8717,516-467-5345,500 COMMACK RD UNIT 150B,,COMMACK,NY,117255009,Orthopaedic Surgery,207X00000X,0,,1881358869,NPI-2,2021-10-26,2024-02-22,SETH MILLER,Owner,Orthopaedic Surgery,United States
DYNAFLEX PT & PTA PLLC,(631) 608-8700,,1700 GREAT NECK RD,,COPIAGUE,NY,117262723,"Physical Medicine & Rehabilitation, Sports Medicine",2081S0010X,0,,1699540302,NPI-2,2023-11-22,2023-11-22,MYRA LABIAL,PHYSICAL THERAPIST,"Physical Medicine & Rehabilitation, Sports Medicine",United States
"ADVANCED ORTHOPEDICS OF THE HUDSON VALLEY,PLLC",(845) 534-5768,845-534-5917,21 LAUREL AVE,SUITE 280,CORNWALL,NY,125181469,Orthopaedic Surgery,207X00000X,0,,1558414714,NPI-2,2007-01-19,2009-01-16,KENNETH RAUSCHENBACH,President,Orthopaedic Surgery,United States
COMMUNITY ORTHOPEDIC ASSOCIATES,(914) 739-2121,914-739-2185,1985 CROMPOND RD,,CORTLANDT MANOR,NY,105674146,Orthopaedic Surgery,207X00000X,0,,1215038690,NPI-2,2006-09-26,2009-12-08,TINA SMITH,Business Manager,Orthopaedic Surgery,United States
BEACON HILL ORTHOPEDICS PLLC,(914) 693-9400,914-693-4793,20 BEACON HILL DR,STE 2A,DOBBS FERRY,NY,105222402,Orthopaedic Surgery,207X00000X,0,,1265711972,NPI-2,2011-08-11,2012-04-18,JOHN MITAMURA,CEO,Orthopaedic Surgery,United States
FOOT & ANKLE ORTHOPEDIC PC,(631) 827-8159,,43 ROBBINS DR,,E WILLISTON,NY,115962009,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,0,,1033667779,NPI-2,2016-09-12,2016-09-12,MATHEW JAMES,BILLING MANAGER,"Orthopaedic Surgery, Foot and Ankle Surgery",United States
KANWARPAUL S. GREWAL MEDICAL PLLC,(516) 743-9450,516-743-9451,30 MERRICK AVE STE 103,,EAST MEADOW,NY,115541580,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1780244798,NPI-2,2019-06-20,2019-12-17,KANWARPAUL GREWAL,Owner,"Orthopaedic Surgery; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
OMAR SALEEM MD PC,(516) 572-0123,,2201 HEMPSTEAD TPKE,NUMC,EAST MEADOW,NY,115541859,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,0,,1518368497,NPI-2,2014-09-10,2014-09-10,OMAR SALEEM,Owner,"Orthopaedic Surgery, Foot and Ankle Surgery",United States
BROOKHAVEN ORTHOPEDIC ASSOCIATES MD PC,(631) 475-1241,631-475-1588,285 SILLS RD BLDG 18,,EAST PATCHOGUE,NY,117724808,Orthopaedic Surgery,207X00000X,1,"ERIC BARANEK, M.D.",1992739841,NPI-2,2006-07-10,2019-04-05,DEBORAH LYNCH,Practice Administrator,Orthopaedic Surgery,United States
ACTION MEDICAL PC,(631) 689-8662,631-689-5916,8 TECHNOLOGY DR,SUITE 104,EAST SETAUKET,NY,117333327,"Family Medicine, Sports Medicine",207QS0010X,0,,1790191427,NPI-2,2014-07-02,2014-07-02,DIMOS KANAKOUDAS,President,"Family Medicine, Sports Medicine",United States
MORGAN N. CHEN M.D. P.C.,(631) 371-2685,631-532-4998,6 TECHNOLOGY DR STE 100,,EAST SETAUKET,NY,117334079,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1659143782,NPI-2,2023-10-23,2023-10-23,MORGAN CHEN,Owner,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
CROUSE MEDICAL PRACTICE PLLC,(315) 474-6824,,5823 WIDEWATERS PKWY,,EAST SYRACUSE,NY,130573081,Physician Assistant,363A00000X,0,,1386990638,NPI-2,2012-07-24,2012-07-24,PAUL KRONENBERG,sole shareholder,Orthopaedic Surgery; Physician Assistant,United States
ARTHUR LUKOFF DPM PC,(845) 647-3060,,47 N MAIN ST,,ELLENVILLE,NY,124281016,"Podiatrist, Primary Podiatric Medicine",213EP1101X,0,,1285820860,NPI-2,2007-09-18,2011-10-19,ARTHUR LUKOFF,PODIATRIST,"Podiatrist, Sports Medicine; Podiatrist, Primary Podiatric Medicine",United States
ELMHURST PODIATRY GROUP PC,(718) 446-4230,718-457-7015,8708 JUSTICE AVE,SUITE CX,ELMHURST,NY,113734575,Podiatrist,213E00000X,0,,1174575989,NPI-2,2006-05-17,2011-06-27,COLLIER CHAN,President,"Podiatrist, Public Medicine; Podiatrist, Primary Podiatric Medicine; Podiatrist, Radiology; Podiatrist, Sports Medicine; Podiatrist, Foot & Ankle Surgery; Podiatrist",United States
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,(718) 334-1591,718-334-4815,7901 BROADWAY,,ELMHURST,NY,113731329,"Internal Medicine, Geriatric Medicine",207RG0300X,0,,1871847848,NPI-2,2012-10-30,2016-05-10,MARIA PILAR GONZALEZ JIMENEZ,"Director, Faculty Practice Group","Family Medicine; Family Medicine, Addiction Medicine; Family Medicine, Adolescent Medicine; Family Medicine, Adult Medicine; Family Medicine, Bariatric Medicine; Family Medicine, Geriatric Medicine; Internal Medicine; Family Medicine, Hospice and Palliative Medicine; Family Medicine, Sleep Medicine; Family Medicine, Sports Medicine; Internal Medicine, Geriatric Medicine",United States
MOUNT SINAI SCHOOL OF MEDICINE,(718) 334-4952,718-334-4815,7901 BROADWAY,ROOM A1-9,ELMHURST,NY,113731329,"Internal Medicine, Geriatric Medicine",207RG0300X,0,,1295965598,NPI-2,2009-07-21,2012-11-14,MARLON BREWER,Director,"Family Medicine; Family Medicine, Geriatric Medicine; Family Medicine, Addiction Medicine; Family Medicine, Adolescent Medicine; Family Medicine, Adult Medicine; Family Medicine, Bariatric Medicine; Family Medicine, Hospice and Palliative Medicine; Family Medicine, Sleep Medicine; Family Medicine, Sports Medicine; Internal Medicine, Geriatric Medicine",United States
ARNOT MEDICAL SERVICES PLLC,(607) 737-4500,607-737-7700,600 ROE AVE,,ELMIRA,NY,149051629,Internal Medicine,207R00000X,0,,1427326768,NPI-2,2011-12-01,2024-12-16,ALEKSANDER RUPIK,President,"Emergency Medicine; Family Medicine; Internal Medicine; Internal Medicine, Cardiovascular Disease; Internal Medicine, Clinical Cardiac Electrophysiology; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Gastroenterology; Internal Medicine, Interventional Cardiology; Internal Medicine, Infectious Disease; Internal Medicine, Nephrology; Internal Medicine, Pulmonary Disease; Internal Medicine, Rheumatology; Obstetrics & Gynecology; Orthopaedic Surgery; Otolaryngology, Facial Plastic Surgery",United States
CHEMUNG MEDICAL SERVICES PC,(607) 737-4500,607-737-7700,600 IVY ST,,ELMIRA,NY,149051627,Internal Medicine,207R00000X,0,,1356378889,NPI-2,2006-06-28,2014-06-18,ROBERT LAMBERT,PRESIDENT,"Emergency Medicine; Family Medicine; Internal Medicine, Cardiovascular Disease; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Interventional Cardiology; Internal Medicine, Infectious Disease; Internal Medicine, Nephrology; Internal Medicine, Rheumatology; Obstetrics & Gynecology; Preventive Medicine, Occupational Medicine; Psychiatry & Neurology, Neurology; Surgery; Thoracic Surgery (Cardiothoracic Vascular Surgery); Orthopaedic Surgery; Internal Medicine",United States
PENINSULA MEDICAL SERVICES PC,(718) 734-2700,,5115 BEACH CHANNEL DR,,FAR ROCKAWAY,NY,116911042,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery",207XP3100X,1,"CHRISTOPHER BETZ, D.O",1609095280,NPI-2,2007-04-24,2025-09-11,PETER GALVIN,DIRECTOR,"Emergency Medicine; Family Medicine; Internal Medicine; Obstetrics & Gynecology, Gynecology; Pathology, Anatomic Pathology; Pediatrics; Surgery; Orthopaedic Surgery, Pediatric Orthopaedic Surgery",United States
A TO Z MEDICAL PLLC,(516) 755-5855,,36 HEMPSTEAD TPKE,,FARMINGDALE,NY,117352026,"Family Medicine, Sports Medicine",207QS0010X,0,,1316694607,NPI-2,2022-03-07,2022-03-07,MARK SCHWARTZ,OWNER,"Family Medicine, Sports Medicine",United States
"ACTIVE ORTHOPAEDICS & SPORTS MEDICINE, PLLC",(631) 694-0000,,340 BROADHOLLOW RD,,FARMINGDALE,NY,117354807,Orthopaedic Surgery,207X00000X,0,,1811062656,NPI-2,2006-11-21,2007-09-26,NICHOLAS HARDING,Director,Orthopaedic Surgery,United States
EXACT MEDICAL SERVICES PLLC,(516) 586-6063,,34 HEMPSTEAD TPKE,,FARMINGDALE,NY,117352034,"Family Medicine, Sports Medicine",207QS0010X,0,,1891447942,NPI-2,2022-01-20,2022-01-20,MARK SCHWARTZ,OWNER,"Family Medicine, Sports Medicine",United States
LONG ISLAND INTEGRATIVE MEDICINE P.C.,(516) 428-2339,516-516-5865,101 FULTON STREET,,FARMINGDALE,NY,11735,"Family Medicine, Sports Medicine",207QS0010X,0,,1871967570,NPI-2,2015-11-18,2015-11-19,MARK SCHWARTZ,President,"Family Medicine, Sports Medicine",United States
"CATSKILL ORANGE ORTHOPAEDICS,PC",(845) 292-4450,845-292-4642,39 OLD MONTICELLO RD,,FERNDALE,NY,127345224,Orthopaedic Surgery,207X00000X,0,,1033151535,NPI-2,2006-06-11,2010-06-25,BRADLEY WIENER,MANAGING PARTNER,Orthopaedic Surgery,United States
"CATSKILL ORTHOPEDICS, PC",(845) 292-4450,,39 OLD MONTICELLO RD,,FERNDALE,NY,127345224,Orthopaedic Surgery,207X00000X,0,,1689913923,NPI-2,2013-02-06,2013-02-06,CHARLES EPISALLA,Owner,Orthopaedic Surgery,United States
"HEALTH QUEST MEDICAL PRACTICE, PC",(845) 896-8784,845-471-1551,200 WESTAGE BUSINESS CTR DR STE 240,,FISHKILL,NY,125242268,Orthopaedic Surgery,207X00000X,0,,1225591985,NPI-2,2019-04-10,2019-04-10,JOHN BERZINSKY,VP FINANCE,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery",United States
MOUNT KISCO MEDICAL GROUP,(845) 896-9870,914-242-1516,200 WESTAGE BUSINESS CTR DR STE 240,MOUNT KISCO MEDICAL GROUP PC,FISHKILL,NY,125242268,"Internal Medicine, Hematology",207RH0000X,0,,1952356362,NPI-2,2006-05-23,2025-09-11,ABE LEVY,Medical Director,"Allergy & Immunology, Allergy; Dermatology; Internal Medicine, Cardiovascular Disease; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Gastroenterology; Obstetrics & Gynecology; Obstetrics & Gynecology, Gynecology; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Foot and Ankle Surgery; Radiology, Diagnostic Radiology; Surgery; Colon & Rectal Surgery; Audiologist; Advanced Practice Midwife; Internal Medicine, Hematology",United States
"DR. MA'S MEDICAL REHAB., P.C.",(718) 888-1513,718-514-7031,13620 38 AVE,6M,FLUSHING,NY,11354,"Physical Medicine & Rehabilitation, Sports Medicine",2081S0010X,0,,1508040650,NPI-2,2007-12-26,2008-04-20,KEYAN MA,DOCTOR,"Physical Medicine & Rehabilitation, Sports Medicine",United States
INTEGRATED QUALITY CARE MEDICAL,(718) 544-1444,,15031 UNION TPKE,,FLUSHING,NY,113673927,"Preventive Medicine, Sports Medicine",2083S0010X,0,,1144465584,NPI-2,2008-12-15,2008-12-15,DAVID ZIRKIEV,MANAGER,"Internal Medicine, Gastroenterology; Physical Medicine & Rehabilitation, Pain Medicine; Physician Assistant, Medical; Preventive Medicine, Sports Medicine",United States
LANA KANG MD PC,(718) 661-7211,718-670-2759,5645 MAIN ST,,FLUSHING,NY,113555045,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1962638866,NPI-2,2009-06-05,2009-06-05,LANA KANG,president,"Orthopaedic Surgery, Hand Surgery",United States
MICHAEL J. KATZ MD PC,(718) 358-3131,,14653 DELAWARE AVE,,FLUSHING,NY,113552182,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1083029623,NPI-2,2014-06-23,2015-10-14,MICHAEL KATZ,President,"Orthopaedic Surgery, Sports Medicine",United States
"NASSIM MEDICAL, P.C.",(718) 321-9500,,138-48 ELDER AVE.,,FLUSHING,NY,113554066,"Internal Medicine, Sports Medicine",207RS0010X,0,,1497290894,NPI-2,2016-12-21,2016-12-21,ROLAND NASSIM,Physician,"Internal Medicine; Internal Medicine, Sports Medicine",United States
NYHMCQ ORTHOPAEDIC,(718) 670-2747,516-437-4167,5645 MAIN ST,,FLUSHING,NY,113555045,"Physician Assistant, Surgical",363AS0400X,0,,1457373169,NPI-2,2006-07-24,2025-09-11,MILLIE SCHIFF,Director of Billing,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Sports Medicine; Physician Assistant, Surgical",United States
SUN ORTHOPAEDIC SPINE SURGERY P.C.,(718) 321-0205,,3808 UNION ST STE 3C,,FLUSHING,NY,113545544,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1801543608,NPI-2,2022-03-02,2022-03-30,LI SUN,orthopedic surgeon,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
"XUAN QIU, MD/PHD, ORTHOPAEDICS, P.C.",(631) 235-0000,347-808-2178,3712 PRINCE ST STE 6D,,FLUSHING,NY,113544651,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1811731698,NPI-2,2024-06-25,2024-06-27,XUAN QIU,Physician,"Orthopaedic Surgery, Hand Surgery",United States
ABLE ORTHOPEDIC AND SPORTS MEDICINE P.C.,(718) 897-2228,718-897-2251,7655 AUSTIN STREET,,FOREST HILL,NY,11375,Orthopaedic Surgery,207X00000X,0,,1265638696,NPI-2,2007-06-22,2014-03-27,MEHRAN MANOUEL,president,Orthopaedic Surgery,United States
CROSS BAY ORTHOPEDIC SURGERY PC,(718) 690-3966,929-220-5608,6940 108TH ST STE PR3,,FOREST HILLS,NY,113753859,Orthopaedic Surgery,207X00000X,0,,1346913183,NPI-2,2021-07-28,2021-07-28,PETER TOMASELLO,President,Orthopaedic Surgery,United States
FOREST HILLS ACUPUNCTURE & PHYSICAL THERAPY PLLC,(718) 261-6811,718-575-0609,11045 QUEENS BLVD STE 106,,FOREST HILLS,NY,113755519,"Physical Medicine & Rehabilitation, Sports Medicine",2081S0010X,0,,1518520949,NPI-2,2019-04-22,2019-04-22,ALEXANDER DOLSKY,OWNER,"Physical Medicine & Rehabilitation, Sports Medicine",United States
FORREST HILLS MEDICAL OF NEW YORK PC,(914) 346-5175,914-346-5176,10814 72ND AVE,SUITE 4,FOREST HILLS,NY,113755301,"Family Medicine, Sports Medicine",207QS0010X,0,,1013158765,NPI-2,2009-03-10,2009-03-10,GREGORY SILVER,OWNER,"Family Medicine, Sports Medicine",United States
MAINLINE MEDICAL PC,(718) 520-8480,,10814 72ND AVE,4TH FLR,FOREST HILLS,NY,113757081,"Physical Medicine & Rehabilitation, Sports Medicine",2081S0010X,0,,1275064826,NPI-2,2017-03-24,2017-03-24,GREGORY SILVER,PRESIDENT,"Physical Medicine & Rehabilitation, Sports Medicine",United States
"PHYSICAL MEDICINE & REHABILITATION CONSULTANT, P.C.",(718) 261-6366,718-263-3427,10615 QUEENS BLVD,,FOREST HILLS,NY,113754365,"Physical Medicine & Rehabilitation, Pain Medicine",2081P2900X,0,,1619165180,NPI-2,2007-10-10,2007-10-10,JEFFREY COLE,President,"Internal Medicine, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Physical Medicine & Rehabilitation, Pain Medicine",United States
"CHS PHYSICIAN PARTNERS, PC",(516) 325-7310,516-325-7311,877 STEWART AVE,SUITE 1,GARDEN CITY,NY,115304803,Orthopaedic Surgery,207X00000X,0,,1235470535,NPI-2,2013-03-12,2019-07-19,JACK SOTERAKIS,President,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery",United States
DE ROSA ORTHOPEDIC SERVICES PC,(516) 227-5366,516-227-5373,825 EAST GATE BLVD,SUITE 100,GARDEN CITY,NY,11530,Orthopaedic Surgery,207X00000X,0,,1649543596,NPI-2,2012-02-22,2012-04-23,PATRICK DE ROSA,President,Orthopaedic Surgery,United States
"MARC AGULNICK, MD, LLC",(516) 739-9270,,1122 FRANKLIN AVE STE 106,,GARDEN CITY,NY,115301643,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1790939189,NPI-2,2008-11-11,2024-11-13,MARC AGULNICK,PRESIDENT,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
MEDICAL SERVICES OF KIPS BAY PC,(516) 396-7846,516-281-7417,1001 FRANKLIN AVE RM 110,,GARDEN CITY,NY,115302901,Orthopaedic Surgery,207X00000X,0,,1629671185,NPI-2,2020-11-18,2020-11-18,MICHELE CUSACK,Senior Vice President & CFO,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
METRO SURGICAL ASSOCIATES PLLC,(646) 797-8195,,377 OAK ST,STE 407,GARDEN CITY,NY,115305553,Orthopaedic Surgery,207X00000X,0,,1558836916,NPI-2,2018-10-11,2019-04-02,FRANK CAMMISA,Owner,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Surgery; Orthopaedic Surgery",United States
TRUE NORTH MEDICAL GROUP PC,(516) 536-2800,516-838-8595,1101 STEWART AVE,,GARDEN CITY,NY,115304892,Orthopaedic Surgery,207X00000X,1,"GEORGE ACKERMAN, M.D.",1841790128,NPI-2,2018-02-13,2022-12-06,MICHELE CUSACK,Senior Vice President Finance,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Physical Medicine & Rehabilitation; Radiology, Diagnostic Radiology; Physical Therapist; Occupational Therapist; Physician Assistant; Orthopaedic Surgery",United States
CHUCK LIVINGSTON PA PLLC,(585) 243-7620,585-243-1132,61 MAIN ST,SUITE 5,GENESEO,NY,14454,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1487749073,NPI-2,2006-10-03,2009-07-07,CHARLES LIVINGSTON,Owner,"Orthopaedic Surgery, Sports Medicine",United States
FINGER LAKES BONE & JOINT LLP,(315) 789-5061,315-789-5071,875 PRE EMPTION RD,,GENEVA,NY,144562042,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1376949271,NPI-2,2014-11-05,2014-11-05,NANCY MURRAY,Office Manager,"Orthopaedic Surgery, Sports Medicine",United States
"INTERLAKES ORTHOPAEDIC SURGERY,PC",(315) 789-0993,315-789-0281,293 W NORTH ST,,GENEVA,NY,144561530,Orthopaedic Surgery,207X00000X,1,"NITIN BANWAR, MD",1912924713,NPI-2,2006-07-16,2009-04-24,JAMES MARK,Partner,"Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Podiatrist; Podiatrist, Foot & Ankle Surgery; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery",United States
"BORO MEDICAL, P.C.",(718) 820-9365,718-820-0441,25710 UNION TPKE,,GLEN OAKS,NY,110041252,Internal Medicine,207R00000X,0,,1215108568,NPI-2,2008-03-14,2008-03-14,ROBERT AQUINO,President,"Orthopaedic Surgery; Psychiatry & Neurology, Neurology; Surgery; Urology; Podiatrist; Physician Assistant, Surgical; Allergy & Immunology; Family Medicine; Internal Medicine, Cardiovascular Disease; Internal Medicine, Gastroenterology; Obstetrics & Gynecology, Gynecology; Ophthalmology; Internal Medicine",United States
"MIKHAIL GLEYZER OSTEOPATHIC FAMILY MEDICINE, PC",(718) 366-2281,718-366-2243,6805 MYRTLE AVE,,GLENDALE,NY,113857267,Family Medicine,207Q00000X,0,,1972619245,NPI-2,2006-08-21,2009-05-06,MIKHAIL GLEYZER,President,"Neuromusculoskeletal Medicine & OMM; Family Medicine, Sports Medicine; Physical Medicine & Rehabilitation, Pain Medicine; Family Medicine",United States
ADIRONDACK ORTHOPEDIC PHYSICIANS & SURGEONS PC,(518) 793-5601,518-793-5916,102 PARK STREET PRUYN PAVILION - LOWER LEVEL,,GLENS FALLS,NY,128014403,Orthopaedic Surgery,207X00000X,0,,1942307020,NPI-2,2006-09-20,2020-09-11,CAROL FISHER,MD,Orthopaedic Surgery; Orthopaedic Surgery,United States
"ARMIN AFSAR-KESHMIRI, M.D., P.L.L.C.",(518) 743-1010,518-743-1018,7 MURRAY ST,,GLENS FALLS,NY,128014311,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,1,"ARMIN AFSAR-KESHMIRI, M.D.",1780831677,NPI-2,2008-08-21,2016-09-13,ARMIN AFSAR-KESHMIRI,Sole Member,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
BAJA MEDICAL OFFICES PLLC,(845) 294-3446,,30 HATFIELD LN STE 201,,GOSHEN,NY,109246768,Orthopaedic Surgery,207X00000X,0,,1255670584,NPI-2,2013-02-06,2013-02-06,RONALD ISRAELSKI,Owner,Orthopaedic Surgery,United States
"CATSKILL ORANGE ORTHOPAEDICS,PC",(845) 294-3446,845-294-4171,30 HATFIELD LN,SUITE 201,GOSHEN,NY,109246766,Orthopaedic Surgery,207X00000X,0,,1396787941,NPI-2,2006-06-11,2010-06-25,BRADLEY WIENER,MANAGING PARTNER,Orthopaedic Surgery,United States
